iter	Passed	Remaining
772	1224	359
773	1225	357
774	1227	356
775	1229	354
776	1230	353
777	1231	351
778	1233	349
779	1235	348
780	1239	347
781	1241	346
782	1243	344
783	1244	342
784	1245	341
785	1247	339
786	1248	337
787	1250	336
788	1253	335
789	1254	333
790	1256	332
791	1258	330
792	1259	328
793	1260	327
794	1262	325
795	1263	323
796	1265	322
797	1268	321
798	1269	319
799	1270	317
800	1271	316
801	1273	314
802	1274	312
803	1275	311
804	1277	309
805	1278	307
806	1280	306
807	1284	305
808	1285	303
809	1286	301
810	1288	300
811	1289	298
812	1291	296
813	1292	295
814	1293	293
815	1295	292
816	1296	290
817	1298	288
818	1300	287
819	1302	285
820	1303	284
821	1304	282
822	1306	280
823	1307	279
824	1308	277
825	1310	276
826	1311	274
827	1313	272
828	1316	271
829	1317	269
830	1318	268
831	1320	266
832	1321	264
833	1323	263
834	1325	261
835	1326	260
836	1327	258
837	1328	256
838	1330	255
839	1333	253
840	1335	252
841	1337	250
842	1338	249
843	1339	247
844	1341	245
845	1342	244
846	1343	242
847	1348	241
848	1349	240
849	1350	238
850	1352	236
851	1353	235
852	1355	233
853	1356	231
854	1358	230
855	1359	228
856	1363	227
857	1364	225
858	1366	224
859	1368	222
860	1369	221
861	1370	219
862	1371	217
863	1373	216
864	1374	214
865	1376	212
866	1379	211
867	1380	209
868	1381	208
869	1382	206
870	1384	204
871	1385	203
872	1386	201
873	1388	200
874	1389	198
875	1390	196
876	1392	195
877	1395	193
878	1396	192
879	1398	190
880	1399	189
881	1401	187
882	1402	185
883	1403	184
884	1405	182
885	1406	181
886	1408	179
887	1411	177
888	1412	176
889	1413	174
890	1415	173
891	1416	171
892	1417	169
893	1419	168
894	1420	166
895	1422	165
896	1424	163
897	1428	162
898	1430	160
899	1432	159
900	1434	157
901	1435	155
902	1436	154
903	1438	152
904	1440	151
905	1442	149
906	1444	148
907	1445	146
908	1446	144
909	1448	143
910	1449	141
911	1451	140
912	1452	138
913	1454	136
914	1456	135
915	1459	133
916	1460	132
917	1461	130
918	1462	128
919	1464	127
920	1465	125
921	1467	124
922	1468	122
923	1470	120
924	1473	119
925	1475	117
926	1476	116
927	1477	114
928	1479	113
929	1480	111
930	1481	109
931	1483	108
932	1484	106
933	1485	104
934	1486	103
935	1489	101
936	1491	100
937	1492	98
938	1493	97
939	1495	95
940	1496	93
941	1497	92
942	1499	90
943	1500	89
944	1502	87
945	1504	85
946	1506	84
947	1507	82
948	1509	81
949	1510	79
950	1511	77
951	1513	76
952	1515	74
953	1517	73
954	1518	71
955	1521	70
956	1523	68
957	1525	66
958	1527	65
959	1528	63
960	1529	62
961	1531	60
962	1533	58
963	1538	57
964	1539	55
965	1541	54
966	1542	52
967	1544	51
968	1545	49
969	1546	47
970	1548	46
971	1549	44
972	1552	43
973	1554	41
974	1555	39
975	1556	38
976	1558	36
977	1559	35
978	1560	33
979	1562	31
980	1563	30
981	1565	28
982	1567	27
983	1569	25
984	1570	23
985	1571	22
986	1572	20
987	1574	19
988	1575	17
989	1577	15
990	1578	14
991	1580	12
992	1581	11
993	1584	9
994	1586	7
995	1587	6
996	1589	4
997	1590	3
998	1591	1
999	1593	0
