iter	Logloss
0	0.6874254244
1	0.6819991382
2	0.6759290695
3	0.6697383994
4	0.6641226048
5	0.6585246419
6	0.6526442565
7	0.6479610673
8	0.6423204555
9	0.6372615102
10	0.6320725746
11	0.6279895221
12	0.6237119389
13	0.6188242578
14	0.6141186628
15	0.6094570649
16	0.605485167
17	0.6007973028
18	0.5961050074
19	0.592327209
20	0.5892772459
21	0.5859218919
22	0.5818120192
23	0.5781898575
24	0.575628403
25	0.5721199789
26	0.5684636711
27	0.5645769034
28	0.5605674376
29	0.5575793368
30	0.5543415015
31	0.5525234842
32	0.5495487403
33	0.5462714609
34	0.5432042645
35	0.539772079
36	0.5363450924
37	0.5343466129
38	0.5311999997
39	0.5277975662
40	0.5251285319
41	0.5224990023
42	0.519516313
43	0.516829638
44	0.5142018481
45	0.5113527637
46	0.5088756185
47	0.5062660922
48	0.5037213673
49	0.5012970093
50	0.4993505493
51	0.497262058
52	0.4947281471
53	0.4923301443
54	0.4902425381
55	0.4879094543
56	0.4869463112
57	0.4845433959
58	0.4836235411
59	0.4823061469
60	0.4803405171
61	0.4783911399
62	0.477351032
63	0.4755458266
64	0.473414093
65	0.4724937685
66	0.4708762255
67	0.4691932119
68	0.4680665182
69	0.4670543021
70	0.4651980419
71	0.4637048036
72	0.4617829464
73	0.4602635765
74	0.4589246062
75	0.4581802636
76	0.4567950368
77	0.455042029
78	0.4537539663
79	0.4524175389
80	0.4508897784
81	0.4492820379
82	0.4483777122
83	0.4471406312
84	0.4458964068
85	0.444087834
86	0.4425095769
87	0.4410675207
88	0.4392309815
89	0.4379567542
90	0.4362119703
91	0.4347336867
92	0.4337910171
93	0.433063903
94	0.4323282867
95	0.430954213
96	0.4296193213
97	0.4280933428
98	0.4267658469
99	0.4253316492
100	0.4238399668
101	0.4226048007
102	0.4214879246
103	0.4204485373
104	0.4194131031
105	0.4186428091
106	0.4182568177
107	0.4173676896
108	0.4160846475
109	0.4153467846
110	0.4141309501
111	0.4137628987
112	0.4127978997
113	0.411958663
114	0.4110778526
115	0.410015999
116	0.4090669795
117	0.4079488821
118	0.4069342653
119	0.4059772021
120	0.405141115
121	0.4041723808
122	0.403369736
123	0.4030947281
124	0.402401014
125	0.4018073593
126	0.4014405504
127	0.4007101688
128	0.3997244154
129	0.3987320807
130	0.3982476246
131	0.3974514355
132	0.3965963399
133	0.3958363599
134	0.394822725
135	0.393794262
136	0.3930129595
137	0.392235749
138	0.3915831149
139	0.3908877551
140	0.3904069024
141	0.3902111698
142	0.3894593897
143	0.3888817676
144	0.3882995634
145	0.3875535771
146	0.3868609515
147	0.3863169912
148	0.3857562827
149	0.3850476397
150	0.3847353793
151	0.3840990583
152	0.383350914
153	0.382757408
154	0.382091218
155	0.3816048456
156	0.3809897472
157	0.3804490448
158	0.379690917
159	0.3790730126
160	0.3784587145
161	0.3778664401
162	0.3771395879
163	0.3762814568
164	0.3757956494
165	0.3754360377
166	0.3747525362
167	0.3745195751
168	0.3742973427
169	0.3738551692
170	0.3731856276
171	0.3727380865
172	0.3721360273
173	0.3717687382
174	0.3712073603
175	0.3705541577
176	0.3700329117
177	0.3696694983
178	0.3694379504
179	0.368951531
180	0.368555431
181	0.36796425
182	0.3674235175
183	0.3672686025
184	0.366720173
185	0.3661802464
186	0.3657410233
187	0.3651629563
188	0.3646285381
189	0.3639780015
190	0.3635134408
191	0.3629855423
192	0.3624105711
193	0.362186475
194	0.3617617144
195	0.3613321001
196	0.3610089437
197	0.3604552594
198	0.3601305412
199	0.3596768455
200	0.3592883659
201	0.3589722419
202	0.3586122386
203	0.3585454823
204	0.3584236722
205	0.3581068827
206	0.3578098319
207	0.3573430053
208	0.3570740175
209	0.3566777346
210	0.356225268
211	0.3559718511
212	0.3555100339
213	0.355251786
214	0.3547471353
215	0.3542062379
216	0.3538891971
217	0.3536803959
218	0.353469111
219	0.3531309626
220	0.3528355752
221	0.3525420279
222	0.3522021204
223	0.351864789
224	0.3516252157
225	0.3512039707
226	0.3506929941
227	0.3503662237
228	0.3499869051
229	0.3496126859
230	0.3493305937
231	0.3490755418
232	0.3486764829
233	0.348406302
234	0.3480956806
235	0.3478443773
236	0.3475928483
237	0.3472374852
238	0.3468072332
239	0.3465386734
240	0.3460834908
241	0.3459382332
242	0.3455549665
243	0.3452372509
244	0.3452003051
245	0.3448871268
246	0.3445812628
247	0.3443752961
248	0.3442582723
249	0.3440202811
250	0.3438884798
251	0.3435617216
252	0.3432323215
253	0.3431140354
254	0.3428914
255	0.3426308065
256	0.3423162695
257	0.3419708898
258	0.3416714392
259	0.3414389074
260	0.341161584
261	0.3409205458
262	0.3407286795
263	0.3404700287
264	0.340299492
265	0.3401090435
266	0.3397199718
267	0.3393331167
268	0.3390115342
269	0.3387895163
270	0.3385599831
271	0.3383411689
272	0.3381227909
273	0.3378298396
274	0.3375723492
275	0.3374975727
276	0.3374087564
277	0.3370842814
278	0.336902676
279	0.3366246826
280	0.3363970834
281	0.3361872213
282	0.3359265025
283	0.3354741916
284	0.3352313223
285	0.3349702771
286	0.3348165662
287	0.3344593414
288	0.3340714644
289	0.3336454453
290	0.3334183071
291	0.333110411
292	0.332871955
293	0.3327357878
294	0.3325712509
295	0.3322721586
296	0.3319286067
297	0.3317261513
298	0.3315472041
299	0.3313323882
300	0.3309840999
301	0.3306759882
302	0.3303929023
303	0.3301358063
304	0.329945188
305	0.3299250417
306	0.3296801396
307	0.3294350705
308	0.329136713
309	0.3287925225
310	0.3286114157
311	0.3283529952
312	0.3280635434
313	0.3279162332
314	0.3276646129
315	0.327317344
316	0.3269946493
317	0.3266324645
318	0.3264455723
319	0.3261213042
320	0.3259056586
321	0.3256374991
322	0.3254781671
323	0.3250642112
324	0.3248026668
325	0.3245161569
326	0.3244003483
327	0.3240981023
328	0.3238770602
329	0.3235522907
330	0.3232287797
331	0.3229855308
332	0.3228283542
333	0.3225935962
334	0.3224159675
335	0.3221583411
336	0.321922067
337	0.3215633543
338	0.3213153218
339	0.3210561419
340	0.3209706911
341	0.3207532174
342	0.3206341979
343	0.3204093101
344	0.3200390095
345	0.3198796274
346	0.3196112436
347	0.3194517956
348	0.3192986063
349	0.3191274013
350	0.3188766905
351	0.3185995477
352	0.3184113291
353	0.3182158085
354	0.317993536
355	0.3178983941
356	0.317736097
357	0.3174949814
358	0.3172028967
359	0.3170732508
360	0.3169978137
361	0.3169903794
362	0.3166990056
363	0.3164916653
364	0.3163692364
365	0.3162521695
366	0.3160057545
367	0.3158930692
368	0.3157421651
369	0.3155448511
370	0.3153424138
371	0.3151589146
372	0.3148954889
373	0.3148230283
374	0.3145632619
375	0.3144705648
376	0.3142497927
377	0.3141135778
378	0.3139613726
379	0.3138354483
380	0.3137769131
381	0.3136043941
382	0.3134433317
383	0.3131358444
384	0.3128753835
385	0.3127382046
386	0.3125306356
387	0.3122712865
388	0.3119600331
389	0.3117328184
390	0.3115837932
391	0.3113661496
392	0.3112032252
393	0.3110394451
394	0.3109224557
395	0.3107537831
396	0.3106386207
397	0.310466772
398	0.3101747735
399	0.3100505548
400	0.3099834065
401	0.3098639935
402	0.3098019906
403	0.3095377018
404	0.3093924059
405	0.3093091578
406	0.3091442443
407	0.3091333676
408	0.3089007327
409	0.3087752081
410	0.3085123463
411	0.3083125577
412	0.3081523895
413	0.3080149133
414	0.3078302081
415	0.307619438
416	0.3074961317
417	0.3072865621
418	0.3071695126
419	0.3069798219
420	0.3068831517
421	0.3067541351
422	0.306626552
423	0.3064846735
424	0.3063342882
425	0.3060572336
426	0.3059167052
427	0.3057980378
428	0.3055890736
429	0.3054579812
430	0.3053027329
431	0.3052320215
432	0.3051958091
433	0.3050833992
434	0.3050032792
435	0.3047903254
436	0.3046625371
437	0.3044759022
438	0.3044684008
439	0.3043165823
440	0.3042179136
441	0.3040351393
442	0.3039058273
443	0.3036692958
444	0.3034277708
445	0.3033333853
446	0.3031495531
447	0.3029670368
448	0.302745073
449	0.3026140415
450	0.3024090189
451	0.3023176695
452	0.3021420167
453	0.3019563064
454	0.3017607461
455	0.3016824385
456	0.3014928336
457	0.3014666326
458	0.301199587
459	0.3010280235
460	0.3007845478
461	0.3005772123
462	0.3003623379
463	0.300148986
464	0.2999679268
465	0.2998675025
466	0.299726133
467	0.2996029252
468	0.2995622468
469	0.2994534082
470	0.2994487368
471	0.299334293
472	0.2991160036
473	0.2989877919
474	0.2988108278
475	0.2986706917
476	0.2984883705
477	0.2983804182
478	0.298187376
479	0.2979741533
480	0.2977883505
481	0.2976742875
482	0.2975185227
483	0.2973620787
484	0.2973550162
485	0.297243849
486	0.2971378629
487	0.2969079205
488	0.2967517263
489	0.2966107151
490	0.2964191123
491	0.2961436267
492	0.2960002918
493	0.2958517534
494	0.2957820172
495	0.2955936936
496	0.2955776407
497	0.2954992645
498	0.2953378472
499	0.2952584386
500	0.2950635554
501	0.2949300428
502	0.2948154252
503	0.2946711326
504	0.2944973085
505	0.2944256718
506	0.29433604
507	0.2941614187
508	0.2940061959
509	0.2939630657
510	0.2938900599
511	0.2937900343
512	0.293619246
513	0.2934941829
514	0.2933592831
515	0.2932438667
516	0.293049529
517	0.2929272326
518	0.2927977782
519	0.2927423395
520	0.2925054156
521	0.2924553548
522	0.292369444
523	0.2923008427
524	0.2921313612
525	0.2920335701
526	0.2918094142
527	0.2916933553
528	0.2915209729
529	0.2913481078
530	0.2911914522
531	0.2910171004
532	0.2908993923
533	0.2907978044
534	0.2906700746
535	0.290600837
536	0.2905339065
537	0.2902687904
538	0.2901774034
539	0.2900308909
540	0.2898271875
541	0.2896814676
542	0.2894910534
543	0.2893562269
544	0.2892544743
545	0.289093938
546	0.2889414739
547	0.2887913285
548	0.2886576785
549	0.2886282724
550	0.2884193246
551	0.2882641767
552	0.2880639981
553	0.2879844362
554	0.2878813533
555	0.2876625016
556	0.2875205847
557	0.2874873263
558	0.2873614999
559	0.2872065113
560	0.287102862
561	0.2869367401
562	0.286797701
563	0.286684133
564	0.2865827815
565	0.2864462971
566	0.2863127806
567	0.2862138536
568	0.286084123
569	0.2859130255
570	0.2857300156
571	0.2856114911
572	0.2854945665
573	0.2854870292
574	0.2854828123
575	0.2853909234
576	0.2852774303
577	0.2851764905
578	0.285032108
579	0.2849377192
580	0.2848953306
581	0.2847671265
582	0.2846664481
583	0.2845850751
584	0.2844761657
585	0.2843954215
586	0.2842529725
587	0.284211406
588	0.2841289876
589	0.284054365
590	0.2839611048
591	0.2837847726
592	0.2835588517
593	0.2834844305
594	0.283435489
595	0.2833254968
596	0.2831916676
597	0.2831031926
598	0.2828961829
599	0.282816032
600	0.2826739599
601	0.2825892327
602	0.2825025466
603	0.282422197
604	0.2823058296
605	0.2821277211
606	0.2819938763
607	0.2818720974
608	0.2817698345
609	0.2816966997
610	0.2816468514
611	0.2815458293
612	0.2814704039
613	0.281356574
614	0.2813075716
615	0.281126812
616	0.2809808728
617	0.2809406047
618	0.2808289795
619	0.280708122
620	0.2806103779
621	0.2804874404
622	0.2803296092
623	0.2803104429
624	0.2801833092
625	0.2800762273
626	0.2799984915
627	0.2798612832
628	0.279794494
629	0.2796761434
630	0.2796154266
631	0.2795724067
632	0.2793723583
633	0.2791981843
634	0.279116708
635	0.2789918911
636	0.2788978699
637	0.2787376297
638	0.2786718653
639	0.278444941
640	0.2782800594
641	0.2781642147
642	0.2781065667
643	0.2780454394
644	0.2778998122
645	0.2778465581
646	0.277754483
647	0.2776856893
648	0.2775491384
649	0.2773838939
650	0.2772119085
651	0.277001675
652	0.2769109933
653	0.2768513987
654	0.2767337248
655	0.2766151433
656	0.2764431715
657	0.2763329007
658	0.2762478322
659	0.2762279658
660	0.2761613568
661	0.2759897672
662	0.2758346409
663	0.2756320171
664	0.275511919
665	0.2753200387
666	0.2752104238
667	0.2750648804
668	0.2748380216
669	0.274684741
670	0.2745895534
671	0.2745497902
672	0.2744205756
673	0.2743093561
674	0.2742854024
675	0.2741887982
676	0.2741078057
677	0.2739486363
